"assembly_accession","taxid","organism_name","assembly_level","release_type","genome_rep","seq_rel_date","asm_name","submitter","gbrs_paired_asm","paired_asm_comp","ftp_path","excluded_from_refseq","relation_to_type_material","asm_not_live_date","superkingdom","phylum","class","order","family","genus","assembly_id","b_complete","b_complete_and_single_copy","b_complete_and_duplicated","b_fragmented","b_missing","b_total_groups_searched","genome_size","global_cg_oe","global_cg_dens","dist_from_zeb_lca","mean_lifespan","mae_lifespan","mre_lifespan","sd_lifespan","max_lifespan","n_reported_values"
"GCA_022458985.1",48193,"Mugil cephalus","Chromosome","Major","Full","2022/03/04","CIBA_Mcephalus_1.1","ICAR - Central Institute of Brackishwater Aquaculture","GCF_022458985.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/458/985/GCA_022458985.1_CIBA_Mcephalus_1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","GCA_022458985.1_CIBA_Mcephalus_1.1",96.4,95.3,1.1,0.5,3.1,3640,634866498,0.527700147549442,0.0231403122487651,460.8,13,2.25,17.3076923076923,2.72554057547699,16,8
"GCA_022539355.2",195615,"Hippoglossus stenolepis","Chromosome","Minor","Full","2022/03/10","HSTE1.2","International Pacific Halibut Commission","GCF_022539355.2","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/539/355/GCA_022539355.2_HSTE1.2","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","GCA_022539355.2_HSTE1.2",97.4,96.1,1.3,0.5,2.1,3640,602147347,0.482434493044191,0.021426205835297,460.8,42.875,9.09375,21.2099125364431,11.789068786683,55,8
"GCA_022577435.1",100190,"Embiotoca jacksoni","Scaffold","Major","Full","2022/03/15","fEmbJac1.0.p","UCLA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/577/435/GCA_022577435.1_fEmbJac1.0.p","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Embiotocidae","Embiotoca","GCA_022577435.1_fEmbJac1.0.p",97.1,96.1,1,0.4,2.5,3640,634685148,0.539831068095331,0.0233620733787834,460.8,10,0,0,0,10,4
"GCA_022749685.1",241346,"Semicossyphus pulcher","Scaffold","Major","Full","2022/03/29","fSemPul1.0.p","UCLA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/749/685/GCA_022749685.1_fSemPul1.0.p","",NA,"na","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Semicossyphus","GCA_022749685.1_fSemPul1.0.p",97.6,96.6,1,0.2,2.2,3640,794122974,0.521780995074581,0.0225522149419644,460.8,25.6,16.44,64.21875,19.6988437336927,53,10
"GCA_022758105.1",30993,"Pangasianodon gigas","Chromosome","Major","Full","2022/03/30","PGIGA_1.1","GenoFish","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/758/105/GCA_022758105.1_PGIGA_1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Pangasiidae","Pangasianodon","GCA_022758105.1_PGIGA_1.1",95.7,94.8,0.9,0.9,3.4,3640,827231152,0.386291008917847,0.0144011174762916,284.22322,22.5,12.5,55.5555555555556,17.6776695296637,35,2
"GCA_022817975.1",13095,"Hypophthalmichthys molitrix","Chromosome","Major","Full","2022/04/06","1.0","Chinese Academy of Science","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Hypophthalmichthys","GCA_022817975.1_1.0",94.5,93.2,1.3,1.2,4.3,3640,825236645,0.50936630603598,0.0160076846805561,137.188,8.75,5.625,64.2857142857143,7.5,20,4
"GCA_022828995.1",155067,"Vimba vimba","Chromosome","Major","Full","2022/04/08","ASM2282899v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/828/995/GCA_022828995.1_ASM2282899v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Vimba","GCA_022828995.1_ASM2282899v1",96.1,95,1.1,0.5,3.4,3640,1054310786,0.575512253204388,0.021423324412428,137.188,15,0,0,0,15,2
"GCA_022829025.1",8284,"Squalius cephalus","Chromosome","Major","Full","2022/04/08","ASM2282902v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/025/GCA_022829025.1_ASM2282902v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Squalius","GCA_022829025.1_ASM2282902v1",95.2,93.9,1.3,0.6,4.2,3640,1039907101,0.576822621601439,0.0215409299335095,137.188,11,5,45.4545454545455,6.60302960768767,22,6
"GCA_022829085.1",38527,"Abramis brama","Chromosome","Major","Full","2022/04/08","ASM2282908v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/085/GCA_022829085.1_ASM2282908v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Abramis","GCA_022829085.1_ASM2282908v1",96.2,94.9,1.3,0.5,3.3,3640,1067396354,0.572792096928059,0.0212821853052723,137.188,14.9473684210526,4.15512465373961,27.7983691623425,5.49215282835961,23,19
"GCA_022956915.1",443677,"Neoarius graeffei","Scaffold","Major","Full","2022/04/13","ASM2295691v1","Iridian Genomes","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/956/915/GCA_022956915.1_ASM2295691v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Ariidae","Neoarius","GCA_022956915.1_ASM2295691v1",15.2,15,0.2,14.4,70.4,3640,920289825,0.438476737728351,0.018067324606137,284.22322,8.5,3.5,41.1764705882353,4.94974746830583,12,2
"GCA_022985175.1",84645,"Labeo rohita","Chromosome","Major","Full","2022/04/19","IGBB_LRoh.1.0","Mississippi State University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/175/GCA_022985175.1_IGBB_LRoh.1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Labeo","GCA_022985175.1_IGBB_LRoh.1.0",96.9,95.6,1.3,0.5,2.6,3640,1126541939,0.613611499853385,0.0140474033430548,173.838,10,0,0,0,10,3
"GCA_023349555.1",271503,"Cebidichthys violaceus","Scaffold","Major","Full","2022/05/12","fCebVio1.0.p","UCLA","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/349/555/GCA_023349555.1_fCebVio1.0.p","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Stichaeidae","Cebidichthys","GCA_023349555.1_fCebVio1.0.p",92.5,91,1.5,0.7,6.8,3640,575660146,0.526554670145248,0.023265569265238,460.8,18,0,0,0,18,2
"GCA_023375685.2",66913,"Ictalurus furcatus","Chromosome","Major","Full","2022/06/02","Billie_1.0","USDA, Agricultural Research Service","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/375/685/GCA_023375685.2_Billie_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Ictaluridae","Ictalurus","GCA_023375685.2_Billie_1.0",95.2,93.9,1.3,0.5,4.3,3640,825459183,0.494536582118486,0.0188267952190193,284.22322,20.7222222222222,5.64197530864198,27.226690497468,8.6136197062817,37,9
"GCA_023375975.1",7994,"Astyanax mexicanus","Chromosome","Major","Full","2022/05/19","AstMex3_surface","University of Missouri","GCF_023375975.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/375/975/GCA_023375975.1_AstMex3_surface","",NA,"na","Eukaryota","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","GCA_023375975.1_AstMex3_surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,284.22322,6.09375,1.8671875,30.6410256410256,2.41992288838184,9.75,8
"GCA_023558415.1",42528,"Piaractus mesopotamicus","Scaffold","Major","Full","2022/05/26","UNR_Pmes_1.0","UNR - CONICET","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/558/415/GCA_023558415.1_UNR_Pmes_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Characiformes","Serrasalmidae","Piaractus","GCA_023558415.1_UNR_Pmes_1.0",57.3,56.8,0.5,14.3,28.4,3640,1239052167,0.444983905015757,0.0148083813488056,284.22322,10,2,20,2.82842712474619,12,2
"GCA_023566225.1",260767,"Romanogobio albipinnatus","Chromosome","Major","Full","2022/05/31","ASM2356622v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/566/225/GCA_023566225.1_ASM2356622v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Gobionidae","Romanogobio","GCA_023566225.1_ASM2356622v1",94.4,93.2,1.2,0.6,5,3640,1428567521,0.603670002955412,0.0246054635033243,137.188,5,0,0,0,5,2
"GCA_023566465.1",100952,"Cottus gobio","Chromosome","Major","Full","2022/05/31","ASM2356646v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/566/465/GCA_023566465.1_ASM2356646v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Cottus","GCA_023566465.1_ASM2356646v1",97.3,96.3,1,0.3,2.4,3640,645607472,0.55505609583612,0.0261366755061348,460.8,5.83333333333333,1.5,25.7142857142857,2.2286019533929,10,6
"GCA_023630585.1",175798,"Cranoglanis bouderius","Chromosome","Major","Full","2022/06/02","ASM2363058v1","Southwest University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/630/585/GCA_023630585.1_ASM2363058v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Cranoglanididae","Cranoglanis","GCA_023630585.1_ASM2363058v1",96.3,94.9,1.4,0.5,3.2,3640,881346651,0.427471399119743,0.0167156067176115,284.22322,6.5,3.5,53.8461538461538,4.94974746830583,10,2
"GCA_023631565.1",57865,"Gymnocephalus cernua","Chromosome","Major","Full","2022/06/02","fGymCer.pri","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/631/565/GCA_023631565.1_fGymCer.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Gymnocephalus","GCA_023631565.1_fGymCer.pri",96.8,95.9,0.9,0.4,2.8,3640,904342373,0.495265412037746,0.0211164969928928,460.8,9,1.6,17.7777777777778,1.87082869338697,11,5
"GCA_023634145.1",36185,"Thymallus thymallus","Chromosome","Major","Full","2022/06/02","fThyThy.pri.20220222","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/634/145/GCA_023634145.1_fThyThy.pri.20220222","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Thymallus","GCA_023634145.1_fThyThy.pri.20220222",96.6,62.1,34.5,0.4,3,3640,1760576121,0.389570598035819,0.0179007091054372,460.8,6.53333332803514,1.86666667019879,28.5714286486617,3.07571130708082,14,9
"GCA_023658055.1",240832,"Thaleichthys pacificus","Chromosome","Major","Full","2022/06/07","Tpac_2.0","Fisheries and Oceans Canada","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/658/055/GCA_023658055.1_Tpac_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Thaleichthys","GCA_023658055.1_Tpac_2.0",92.4,90.8,1.6,1,6.6,3640,468775781,0.442061129642072,0.0234686377707725,460.8,4.8,0.32,6.66666666666667,0.447213595499958,5,5
"GCA_023718395.1",58323,"Leucaspius delineatus","Chromosome","Major","Full","2022/06/22","ASM2371839v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/718/395/GCA_023718395.1_ASM2371839v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Leucaspius","GCA_023718395.1_ASM2371839v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,137.188,2,0,0,0,2,2
"GCA_023724075.1",101364,"Carassius gibelio","Chromosome","Major","Full","2022/06/16","carGib1.2-hapl.a","IGB Leibniz-Institute of Freshwater Ecology and Inland Fisheries","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/724/075/GCA_023724075.1_carGib1.2-hapl.a","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Carassius","GCA_023724075.1_carGib1.2-hapl.a",NA,NA,NA,NA,NA,NA,NA,NA,NA,173.838,8.33333333333333,2.22222222222222,26.6666666666667,2.88675134594813,10,3
"GCA_023974075.1",36190,"Chaenocephalus aceratus","Chromosome","Major","Full","2022/06/29","KU_Ca_2.0","Korea Polar Research Institute","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/974/075/GCA_023974075.1_KU_Ca_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Channichthyidae","Chaenocephalus","GCA_023974075.1_KU_Ca_2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,460.8,17,0,0,NA,17,1
"GCA_024082105.1",263515,"Gymnocypris eckloni","Scaffold","Major","Full","2022/06/30","ASM2408210v1","Qinghai University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/082/105/GCA_024082105.1_ASM2408210v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Gymnocypris","GCA_024082105.1_ASM2408210v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,173.838,12,0,0,NA,12,1
"GCA_024137785.1",7801,"Ginglymostoma cirratum","Scaffold","Major","Full","2022/06/30","ASM2413778v1","Texas A&M University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/137/785/GCA_024137785.1_ASM2413778v1","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Orectolobiformes","Ginglymostomatidae","Ginglymostoma","GCA_024137785.1_ASM2413778v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,25,4
"GCA_024217435.2",161590,"Syngnathus scovelli","Scaffold","Minor","Full","2022/07/12","RoL_Ssco_1.1","University of Idaho at Moscow","GCF_024217435.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/217/435/GCA_024217435.2_RoL_Ssco_1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","GCA_024217435.2_RoL_Ssco_1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,460.8,3,0,0,0,3,2
"GCA_024256435.1",13013,"Clarias gariepinus","Chromosome","Major","Full","2022/07/13","CGAR_Hap1","Leibniz Institute for Farm Animal Biology (FBN)","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/256/435/GCA_024256435.1_CGAR_Hap1","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Clariidae","Clarias","GCA_024256435.1_CGAR_Hap1",NA,NA,NA,NA,NA,NA,NA,NA,NA,284.22322,16.7000001271566,4.19999991522895,25.1496998996973,5.81549652630042,25,6
"GCA_024416835.1",284583,"Perccottus glenii","Chromosome","Major","Full","2022/07/27","ASM2441683v1","Institute of Hydrobiology, Chinese Academy of Sciences","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/416/835/GCA_024416835.1_ASM2441683v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gobiiformes","Odontobutidae","Perccottus","GCA_024416835.1_ASM2441683v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,460.8,8.5,1.5,17.6470588235294,2.12132034355964,10,2
"GCA_024447675.1",74131,"Pterophyllum scalare","Contig","Major","Full","2022/07/26","IM_Pscalare_1.0","BioCurious","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/447/675/GCA_024447675.1_IM_Pscalare_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Pterophyllum","GCA_024447675.1_IM_Pscalare_1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,28.5714285714286,2.82842712474619,9,2
"GCA_024453875.1",58319,"Scardinius erythrophthalmus","Chromosome","Major","Full","2022/07/27","ASM2445387v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/453/875/GCA_024453875.1_ASM2445387v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Scardinius","GCA_024453875.1_ASM2445387v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,137.188,15.3666665818956,4.68888883237485,30.5133765178397,5.39536829688589,20.2999992370605,9
"GCA_024605115.1",334878,"Rastrelliger brachysoma","Scaffold","Major","Full","2022/08/09","ASM2460511v1","Faculty of Science, Prince of Songkla University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/605/115/GCA_024605115.1_ASM2460511v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Rastrelliger","GCA_024605115.1_ASM2460511v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,460.8,3,1,33.3333333333333,1.4142135623731,4,2
"GCA_024605255.1",70446,"Rastrelliger kanagurta","Scaffold","Major","Full","2022/08/09","ASM2460525v1","Faculty of Science, Prince of Songkla University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/605/255/GCA_024605255.1_ASM2460525v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Rastrelliger","GCA_024605255.1_ASM2460525v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,460.8,7.66666666666667,4.88888888888889,63.768115942029,6.35085296108588,15,3
"GCA_024633595.1",13106,"Lepomis macrochirus","Scaffold","Major","Full","2022/08/11","Lm_LA_1.0","Louisiana State University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/633/595/GCA_024633595.1_Lm_LA_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","GCA_024633595.1_Lm_LA_1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,460.8,9.68555556403266,1.08592591462312,11.2118082173387,1.3900999060754,12,9
"GCA_024679245.1",51549,"Pseudorasbora parva","Chromosome","Major","Full","2022/08/16","ASM2467924v1","The Max Planck Institute of Molecular Cell Biology and Genetics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Gobionidae","Pseudorasbora","GCA_024679245.1_ASM2467924v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,137.188,4.66666666666667,1.33333333333333,28.5714285714286,1.86189867250253,8,6
"GCA_024760905.1",243562,"Plotosus lineatus","Chromosome","Major","Full","2022/08/29","SWU_Pli_1.0","Southwest University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/760/905/GCA_024760905.1_SWU_Pli_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Plotosidae","Plotosus","GCA_024760905.1_SWU_Pli_1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,284.22322001,7,0,0,0,7,2
"GCA_024762115.1",7902,"Acipenser gueldenstaedtii","Contig","Major","Full","2022/08/29","AG_genome","Ben-Gurion University of the Negev","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/762/115/GCA_024762115.1_AG_genome","",NA,"na","Eukaryota","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","GCA_024762115.1_AG_genome",NA,NA,NA,NA,NA,NA,NA,NA,NA,700.2,46,0,0,0,46,2
"GCA_900080235.1",56723,"Labrus bergylta","Scaffold","Major","Full","2016/05/03","BallGen_V1","National Institute of nutrition and seafood research","GCF_900080235.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/080/235/GCA_900080235.1_BallGen_V1","",NA,"na","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Labrus","GCA_900080235.1_BallGen_V1",96.2,93.4,2.8,1,2.8,3640,805480521,0.424674666667635,0.0177465036426374,460.8,18,9.42857142857143,52.3809523809524,11,29,7
"GCA_900246225.5",8154,"Astatotilapia calliptera","Chromosome","Major","Full","2021/04/24","fAstCal1.3","Wellcome Sanger Institute","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/246/225/GCA_900246225.5_fAstCal1.3","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Astatotilapia","GCA_900246225.5_fAstCal1.3",95.8,94.2,1.6,0.4,3.8,3640,880445568,0.432781790778082,0.0181982436874508,460.8,9,1,11.1111111111111,1.4142135623731,10,2
"GCA_900291075.1",8056,"Melanogrammus aeglefinus","Scaffold","Major","Full","2018/03/19","MAEA_1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/291/075/GCA_900291075.1_MAEA_1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","GCA_900291075.1_MAEA_1",90.3,88.8,1.5,1.6,8.1,3640,652790733,0.586636012907961,0.0295073367715837,460.8,15.875,3.625,22.8346456692913,4.54933276112317,22,8
"GCA_900302275.1",29151,"Osmerus eperlanus","Scaffold","Major","Full","2018/03/18","ASM90030227v1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/275/GCA_900302275.1_ASM90030227v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","GCA_900302275.1_ASM90030227v1",57.1,56.1,1,13.4,29.5,3640,342758722,0.448863961622851,0.0223626081789394,460.8,10,0,0,0,10,2
"GCA_900302285.1",143327,"Percopsis transmontana","Scaffold","Major","Full","2018/03/20","ASM90030228v1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/285/GCA_900302285.1_ASM90030228v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Percopsiformes","Percopsidae","Percopsis","GCA_900302285.1_ASM90030228v1",65.7,65,0.7,12.6,21.7,3640,458089168,0.50143462213532,0.0223091369844397,460.8,6,0,0,0,6,3
"GCA_900302315.1",163115,"Phycis blennoides","Scaffold","Major","Full","2018/03/18","ASM90030231v1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/315/GCA_900302315.1_ASM90030231v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Phycis","GCA_900302315.1_ASM90030231v1",61.5,60.9,0.6,11.3,27.2,3640,416766999,0.621249684788172,0.0351079308944996,460.8,12.875,5.625,43.6893203883495,6.44620597162171,20,8
"GCA_900302335.1",349666,"Phycis phycis","Scaffold","Major","Full","2018/03/18","ASM90030233v1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/335/GCA_900302335.1_ASM90030233v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Phycis","GCA_900302335.1_ASM90030233v1",41.2,40.7,0.5,16.7,42.1,3640,346335180,0.633450748858962,0.0338608800873189,460.8,5,0,0,NA,5,1
"GCA_900302365.1",473319,"Macrourus berglax","Scaffold","Major","Full","2018/03/18","ASM90030236v1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/365/GCA_900302365.1_ASM90030236v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Macrourus","GCA_900302365.1_ASM90030236v1",32.6,32.2,0.4,15.3,52.1,3640,399875629,0.563113578790036,0.0282998391982523,460.8,25,0,0,0,25,3
"GCA_900302385.1",69944,"Lota lota","Scaffold","Major","Full","2018/03/18","ASM90030238v1","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/385/GCA_900302385.1_ASM90030238v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Lota","GCA_900302385.1_ASM90030238v1",47.3,47.1,0.2,15.1,37.6,3640,397499185,0.532382550978152,0.0253616821881031,460.8,17.25,4.5,26.0869565217391,6.63136486705414,24.5,6
